Fd,Family,Type,Laddr,Raddr,Status,Pid,FamilyString,Timestamp,TypeString
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,10752,IPv4,2026-05-27T02:54:57Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,13100,IPv4,2026-05-27T02:56:16Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,13100,IPv4,2026-05-27T02:56:16Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,3340,IPv4,2026-05-27T02:55:51Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 50086
}","{
 ""IP"": """",
 ""Port"": 0
}",,14816,IPv4,2026-05-27T02:55:21Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 50124
}","{
 ""IP"": """",
 ""Port"": 0
}",,1368,IPv4,2026-05-27T02:56:20Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 50854
}","{
 ""IP"": """",
 ""Port"": 0
}",,10752,IPv4,2026-05-27T02:55:00Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 54369
}","{
 ""IP"": """",
 ""Port"": 0
}",,10752,IPv4,2026-05-27T02:55:00Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 54371
}","{
 ""IP"": """",
 ""Port"": 0
}",,10752,IPv4,2026-05-27T02:55:00Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 60340
}","{
 ""IP"": """",
 ""Port"": 0
}",,1368,IPv4,2026-05-27T02:57:59Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 61262
}","{
 ""IP"": """",
 ""Port"": 0
}",,2968,IPv4,2026-05-27T03:04:12Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 62067
}","{
 ""IP"": """",
 ""Port"": 0
}",,1368,IPv4,2026-05-27T03:03:44Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 64608
}","{
 ""IP"": """",
 ""Port"": 0
}",,1368,IPv4,2026-05-27T03:05:13Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 500
}","{
 ""IP"": """",
 ""Port"": 0
}",,4640,IPv6,2026-05-26T14:09:11Z,UDP
0,23,2,"{
 ""IP"": ""::1"",
 ""Port"": 1900
}","{
 ""IP"": """",
 ""Port"": 0
}",,6360,IPv6,2026-05-27T02:54:24Z,UDP
0,23,2,"{
 ""IP"": ""fe80::1e94:4d20:3ef1:b214"",
 ""Port"": 1900
}","{
 ""IP"": """",
 ""Port"": 0
}",,6360,IPv6,2026-05-27T02:54:24Z,UDP
0,23,2,"{
 ""IP"": ""fe80::2f8d:16fa:3f15:4a30"",
 ""Port"": 1900
}","{
 ""IP"": """",
 ""Port"": 0
}",,6360,IPv6,2026-05-27T02:54:24Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 4500
}","{
 ""IP"": """",
 ""Port"": 0
}",,4640,IPv6,2026-05-26T14:09:11Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,13100,IPv6,2026-05-27T02:56:16Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,3340,IPv6,2026-05-27T02:55:51Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,10752,IPv6,2026-05-27T02:54:57Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,1368,IPv6,2026-05-27T02:56:03Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,10752,IPv6,2026-05-27T02:54:57Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,3340,IPv6,2026-05-27T02:55:51Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,13100,IPv6,2026-05-27T02:56:16Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,1936,IPv6,2026-05-27T02:54:25Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,1368,IPv6,2026-05-27T02:56:03Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 5355
}","{
 ""IP"": """",
 ""Port"": 0
}",,1936,IPv6,2026-05-27T02:54:25Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 50086
}","{
 ""IP"": """",
 ""Port"": 0
}",,14816,IPv6,2026-05-27T02:55:21Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 50124
}","{
 ""IP"": """",
 ""Port"": 0
}",,1368,IPv6,2026-05-27T02:56:20Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 50854
}","{
 ""IP"": """",
 ""Port"": 0
}",,10752,IPv6,2026-05-27T02:55:00Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 54369
}","{
 ""IP"": """",
 ""Port"": 0
}",,10752,IPv6,2026-05-27T02:55:00Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 54371
}","{
 ""IP"": """",
 ""Port"": 0
}",,10752,IPv6,2026-05-27T02:55:00Z,UDP
0,23,2,"{
 ""IP"": ""fe80::2f8d:16fa:3f15:4a30"",
 ""Port"": 55302
}","{
 ""IP"": """",
 ""Port"": 0
}",,6360,IPv6,2026-05-27T02:54:24Z,UDP
0,23,2,"{
 ""IP"": ""fe80::1e94:4d20:3ef1:b214"",
 ""Port"": 55303
}","{
 ""IP"": """",
 ""Port"": 0
}",,6360,IPv6,2026-05-27T02:54:24Z,UDP
0,23,2,"{
 ""IP"": ""::1"",
 ""Port"": 55304
}","{
 ""IP"": """",
 ""Port"": 0
}",,6360,IPv6,2026-05-27T02:54:24Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 60340
}","{
 ""IP"": """",
 ""Port"": 0
}",,1368,IPv6,2026-05-27T02:57:59Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 61262
}","{
 ""IP"": """",
 ""Port"": 0
}",,2968,IPv6,2026-05-27T03:04:12Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 62067
}","{
 ""IP"": """",
 ""Port"": 0
}",,1368,IPv6,2026-05-27T03:03:44Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 64608
}","{
 ""IP"": """",
 ""Port"": 0
}",,1368,IPv6,2026-05-27T03:05:13Z,UDP
